"id","ecid","chip_sensor_name","sensor_id","sensor_channel_id","mode_id","result","insertion_timestamp","device","generation_timestamp"
8890011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:11:00"
8890051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:12:00"
8890091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:13:00"
8890131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:14:00"
8890171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:15:00"
8890211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:16:00"
8890251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:17:00"
8890291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:18:00"
8890331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:19:00"
8890371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:20:00"
8890411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:21:00"
8890451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:22:00"
8890491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:23:00"
8890531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:24:00"
8890571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:25:00"
8890611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:26:00"
8890651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:27:00"
8890691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:28:00"
8890731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:29:00"
8890771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:30:00"
8890811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:31:00"
8890851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:32:00"
8890891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:33:00"
8890931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:34:00"
8890971,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:35:00"
8891011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:36:00"
8891051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,56.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:37:00"
8891091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:38:00"
8891131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:39:00"
8891171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:40:00"
8891211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:41:00"
8891251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:42:00"
8891291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:43:00"
8891331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:44:00"
8891371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:45:00"
8891411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:46:00"
8891451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:47:00"
8891491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:48:00"
8891531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:49:00"
8891571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:50:00"
8891611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:51:00"
8891651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:52:00"
8891691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:53:00"
8891731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:54:00"
8891771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:55:00"
8891811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:56:00"
8891851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:57:00"
8891891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:58:00"
8891931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 05:59:00"
8891971,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 14:00:04.456+00","System","2023-01-14 06:00:00"
8892011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:01:00"
8892051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:02:00"
8892091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:03:00"
8892131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:04:00"
8892171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:05:00"
8892211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:06:00"
8892251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:07:00"
8892291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:08:00"
8892331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,56.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:09:00"
8892371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:10:00"
8892411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:11:00"
8892451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:12:00"
8892491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:13:00"
8892531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:14:00"
8892571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:15:00"
8892611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,56.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:16:00"
8892651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:17:00"
8892691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:18:00"
8892731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:19:00"
8892771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:20:00"
8892811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:21:00"
8892851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:22:00"
8892891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:23:00"
8892931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:24:00"
8892971,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:25:00"
8893011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:26:00"
8893051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:27:00"
8893091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:28:00"
8893131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:29:00"
8893171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:30:00"
8893211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:31:00"
8893251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:32:00"
8893291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:33:00"
8893331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:34:00"
8893371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:35:00"
8893411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:36:00"
8893451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:37:00"
8893491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:38:00"
8893531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:39:00"
8893571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:40:00"
8893611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:41:00"
8893651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:42:00"
8893691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:43:00"
8893731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:44:00"
8893771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:45:00"
8893811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:46:00"
8893851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:47:00"
8893891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:48:00"
8893931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:49:00"
8893971,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:50:00"
8894011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:51:00"
8894051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:52:00"
8894091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:53:00"
8894131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:54:00"
8894171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:55:00"
8894211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:56:00"
8894251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:57:00"
8894291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:58:00"
8894331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 06:59:00"
8894371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 15:00:04.445+00","System","2023-01-14 07:00:00"
8894411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:01:00"
8894451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:02:00"
8894491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:03:00"
8894531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:04:00"
8894571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:05:00"
8894611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:06:00"
8894651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:07:00"
8894691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:08:00"
8894731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:09:00"
8894771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:10:00"
8894811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:11:00"
8894851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:12:00"
8894891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:13:00"
8894931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:14:00"
8894971,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:15:00"
8895011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:16:00"
8895051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:17:00"
8895091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:18:00"
8895131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:19:00"
8895171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:20:00"
8895211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:21:00"
8895251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:22:00"
8895291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:23:00"
8895331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:24:00"
8895371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:25:00"
8895411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:26:00"
8895451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:27:00"
8895491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:28:00"
8895531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:29:00"
8895571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:30:00"
8895611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:31:00"
8895651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:32:00"
8895691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:33:00"
8895731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:34:00"
8895771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:35:00"
8895811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:36:00"
8895851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:37:00"
8895891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:38:00"
8895931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:39:00"
8895971,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:40:00"
8896011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:41:00"
8896051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:42:00"
8896091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:43:00"
8896131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:44:00"
8896171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:45:00"
8896211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:46:00"
8896251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:47:00"
8896291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:48:00"
8896331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:49:00"
8896371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:50:00"
8896411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:51:00"
8896451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:52:00"
8896491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:53:00"
8896531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:54:00"
8896571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:55:00"
8896611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:56:00"
8896651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:57:00"
8896691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:58:00"
8896731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 07:59:00"
8896771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 16:00:04.069+00","System","2023-01-14 08:00:00"
8896811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:01:00"
8896851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:02:00"
8896891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:03:00"
8896931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:04:00"
8896971,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:05:00"
8897011,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:06:00"
8897051,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:07:00"
8897091,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:08:00"
8897131,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:09:00"
8897171,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:10:00"
8897211,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:11:00"
8897251,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:12:00"
8897291,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:13:00"
8897331,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:14:00"
8897371,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:15:00"
8897411,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:16:00"
8897451,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:17:00"
8897491,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:18:00"
8897531,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:19:00"
8897571,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:20:00"
8897611,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:21:00"
8897651,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:22:00"
8897691,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:23:00"
8897731,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:24:00"
8897771,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:25:00"
8897811,"snpsit164","coretemp-isa-0000-Core0",1,0,1,54.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:26:00"
8897851,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:27:00"
8897891,"snpsit164","coretemp-isa-0000-Core0",1,0,1,55.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:28:00"
8897931,"snpsit164","coretemp-isa-0000-Core0",1,0,1,56.0,"2023-01-14 17:00:04.643+00","System","2023-01-14 08:29:00"
